Sat Mar 14 13:09:05 2015
timestamp,number_of_requests,total_time_test,req_per_sec_v2,speed,traffic_total,traffic_header,traffic_data,min_request,max_request,mean_request,sd_request,sd_percent_request,succeeded_requests,succeeded_failed
1426339562,423,783.4750,539.40,1.26,1037619,55413,961902,12.5930,435.7320,89.4890,55.5970,79.20,423,0
1426339570,425,862.4360,516.10,65.14,1042525,55675,966450,12.0230,559.8800,92.0870,62.7870,82.70,425,0
1426339581,427,1044.0190,454.30,387.78,1047431,55937,970998,9.6640,549.0670,92.9550,79.1030,82.18,427,0
1426339592,429,1076.0020,474.50,191.75,1052337,56199,975546,8.3040,471.2450,86.0230,63.5200,78.69,429,0
1426339600,431,784.7000,549.40,1.29,1057243,56461,980094,10.5200,470.0660,93.5510,59.9360,80.70,431,0
1426339608,433,791.4890,546.90,1.28,1062149,56723,984642,14.0200,447.2130,94.5900,58.0750,78.73,433,0
1426339618,435,948.3310,480.40,350.13,1067055,56985,989190,9.5250,460.5620,95.5840,60.0510,78.76,435,0
1426339627,437,943.5830,489.30,248.53,1071961,57247,993738,8.9470,548.8260,84.5630,60.1170,82.15,437,0
1426339636,439,875.3770,511.70,184.52,1076867,57509,998286,9.2360,450.4610,89.9180,62.4670,79.98,439,0
1426339644,441,804.6060,547.80,1.28,1081773,57771,1002834,10.8790,465.8540,86.8480,57.7540,80.34,441,0
1426339653,443,890.5570,507.70,180.51,1086679,58033,1007382,14.3946,462.9020,93.7300,55.7190,80.07,443,0
1426339665,445,1125.5670,455.00,300.88,1091585,58295,1011930,6.6838,410.6300,74.2570,55.3920,79.17,445,0
1426339675,447,978.2240,514.00,147.26,1096491,58557,1016478,12.3460,641.1690,111.4200,77.0710,82.50,447,0
1426339683,449,826.9500,542.80,1.27,1101397,58819,1021026,50.1920,438.0390,137.9020,65.1710,73.88,449,0
1426339693,451,944.8290,498.70,156.65,1106303,59081,1025574,44.2650,457.0310,135.0880,71.5710,77.38,451,0
1426339705,453,1190.8590,448.70,270.96,1111209,59343,1030122,32.5951,515.0560,117.2740,77.0630,76.91,453,0
1426339714,455,889.0070,520.20,88.07,1116115,59605,1034670,46.0420,442.5380,130.3880,59.3800,75.05,455,0
1426339722,457,830.0870,550.30,1.29,1121021,59867,1039218,47.2610,436.4170,136.3420,70.4030,70.66,457,0
1426339732,459,920.8220,516.20,70.64,1125927,60129,1043766,42.6220,493.0920,141.2490,75.9710,74.64,459,0
1426339744,461,1153.8380,452.40,268.49,1130833,60391,1048314,37.1240,624.0860,118.2740,71.7460,80.11,461,0
1426339753,463,907.4970,530.00,70.81,1135739,60653,1052862,49.2260,500.8360,130.7490,63.6010,76.78,463,0
1426339762,465,858.9270,541.20,1.27,1140645,60915,1057410,48.6770,473.1900,141.8850,67.2500,72.99,465,0
1426339770,467,857.8100,544.20,1.27,1145551,61177,1061958,51.2710,479.2650,141.9990,65.4820,73.77,467,0
1426339783,469,1254.9910,436.00,285.99,1150457,61439,1066506,34.0795,527.0380,118.5040,69.2820,79.94,469,0
